YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RH2M,TS
2016,7,22,31.38,20.64,26.01,15.38,0,99.45,3.44,188.06,5.46,188.94,55.88,32.43
2016,7,23,31.71,21.01,26.36,15.75,0,99.18,3.71,186.75,5.76,187.5,56,32.74
2016,7,24,31.5,20.8,26.15,15.56,0.04,99.13,3.27,175.06,5.19,175.94,56,32.76
2016,7,25,30.51,21.4,25.95,16.17,1.29,99.19,2.83,133.25,3.96,133.31,61.5,31.87
2016,7,26,29.88,22.74,26.31,17.58,2.85,99.16,2.12,95.5,2.9,96.19,68.56,31.05
2016,7,27,30.46,22.18,26.32,17.03,4.12,99.12,1.73,156.19,2.71,158.19,64.88,31.87
2016,7,28,28.37,23.51,25.94,18.43,4.63,99.22,3.18,196.69,4.82,197.62,76.75,28.69
2016,7,29,28.51,22.99,25.76,17.82,0.95,99.26,3.2,209.06,4.79,210.31,73.62,28.85
2016,7,30,29.64,20.59,25.12,15.38,0.02,99.24,4.07,194.25,6.41,195.31,60.12,29.98
2016,7,31,30,21.26,25.63,15.99,0,99.24,4.84,183.94,7.2,185.12,61.56,30.33
2016,8,1,30.62,19.27,24.94,14.28,0,99.34,4.73,185.5,7.18,186.81,55.44,31.44
2016,8,2,30.69,17.93,24.31,13.06,0,99.45,4.03,183.81,6.21,185.06,51.19,31.79
2016,8,3,31.59,21.3,26.44,16.05,0,99.29,3.59,182.75,5.7,183.75,57.19,32.63
2016,8,4,32.26,20.51,26.39,15.32,0,99.11,3.98,182.75,6.11,183.81,53.12,33.55
2016,8,5,32.26,20.01,26.14,14.83,0,99.17,3.15,176,4.97,177.19,51.75,33.94
2016,8,6,32.35,20.15,26.25,15.01,0.04,99.16,2.97,180.25,4.75,181.25,51.12,33.78
2016,8,7,32.72,19.48,26.09,14.34,0,99.05,3.68,182.31,5.57,183.56,47.56,34.15
2016,8,8,32.45,20.58,26.51,15.44,3.22,98.95,3.1,161.56,4.83,163.31,51.31,33.9
2016,8,9,32.48,20.71,26.6,15.56,0.15,99.05,3.7,163.5,5.45,164.25,52.94,33.94
2016,8,10,32.9,21.01,26.95,15.75,0,99.2,3.71,162.38,5.66,163,51.5,34.12
2016,8,11,34.06,20.38,27.22,15.2,0,99.06,3.51,176.25,5.39,177.56,47.25,35.83
2016,8,12,33.64,22.57,28.1,17.52,1.46,98.72,2.93,223.31,4.09,227.62,55.56,35.22
2016,8,13,29.07,22.9,25.98,17.94,8.43,98.85,4.24,49,5.91,49.69,71.5,29.68
2016,8,14,27.75,20.83,24.29,15.69,1.16,99.08,3.82,50.38,5.38,35.5,67.81,29.12
2016,8,15,24.87,21.17,23.02,15.99,6.69,99.43,2.03,71.62,3.05,71.25,81.12,25.43
2016,8,16,25.58,21.03,23.31,15.75,2.54,99.57,2.83,101.19,3.75,101.25,78.31,27.18
2016,8,17,24.93,22.51,23.72,17.21,14.53,99.62,2.82,122.75,3.91,124.12,87.06,25.71
2016,8,18,25.04,23,24.02,17.76,12.01,99.48,3.6,181.38,5.3,182.31,88.81,25.23
2016,8,19,24.74,23.01,23.87,17.82,26.76,99.19,3.39,176.75,5.01,177.31,90.31,24.85
2016,8,20,24.45,22.68,23.56,17.52,25.89,99,3.16,205.56,4.49,190.5,90,24.29
2016,8,21,24.12,18.15,21.14,13.18,0.07,99.45,3.59,75.94,5.45,75.94,71.44,24.15
2016,8,22,25.08,22.4,23.74,17.09,5.68,99.64,2.58,153.88,3.91,154.25,85.62,25.31
2016,8,23,27.5,23.07,25.28,17.76,0.48,99.66,6.05,179.12,8.62,180.06,78.5,27.52
2016,8,24,27.56,22.56,25.06,17.27,0,99.62,5.05,185.5,7.51,186.31,76.38,27.84
2016,8,25,27.53,23.4,25.47,18.19,0,99.53,3.1,178.62,5.2,179.31,79.56,27.6
2016,8,26,26,22.91,24.45,17.64,4.84,99.46,2.55,149.19,4.07,150.25,84.06,26.29
2016,8,27,26.28,22.48,24.38,17.21,1.4,99.38,2.15,137.62,3.46,137.81,80.94,26.69
2016,8,28,26.8,21.69,24.24,16.36,0.56,99.5,2.84,119.88,4.32,119.94,75.31,27.4
2016,8,29,27.2,22.17,24.69,16.91,2.64,99.51,2.73,75.69,4.02,75.94,76.56,27.73
2016,8,30,27.48,22.47,24.98,17.21,1.57,99.45,2.72,71.81,4.21,71.88,76.12,27.8
2016,8,31,28.3,22.41,25.36,17.15,1.91,99.33,1.98,72.56,3.01,72.62,72.81,28.89
2016,9,1,26,22.38,24.19,17.09,6.64,99.34,2.41,113.19,3.65,114.19,81.62,26.41
2016,9,2,25.86,20.72,23.29,15.44,0.97,99.43,3.06,76.12,4.81,76.56,75.31,26.8
2016,9,3,25.21,18.53,21.87,13.43,0,99.43,3.07,106.88,4.92,107.06,68.88,26.3
2016,9,4,26.51,19.98,23.24,14.83,0,99.35,3.55,146.19,5.63,146.88,69.5,27.46
2016,9,5,28.2,22.06,25.13,16.78,0.04,99.46,4.78,174.56,6.84,175.5,72.31,29.01
2016,9,6,28.72,22.84,25.78,17.58,0.03,99.62,4.95,173.06,6.95,174,73.31,29.62
2016,9,7,29.33,22.87,26.09,17.58,0.09,99.59,5.23,181,7.24,182,70.88,30.21
2016,9,8,29.47,21.75,25.61,16.54,0.07,99.26,5.21,185.19,7.23,186.44,66.69,30.31
2016,9,9,28.8,21.39,25.1,16.24,0.93,99.12,5.61,181.94,7.77,182.88,68.12,29.51
2016,9,10,24.34,17.83,21.08,13.06,13.13,99.77,4.61,94.56,6.45,94.62,70.19,24.83
2016,9,11,23.32,14.69,19.01,10.5,0,99.78,2.23,86.69,3.65,87,61.56,24.42
2016,9,12,25.56,18.44,22,13.49,0,99.3,3.39,160.62,5.35,161.19,67.5,26.33
2016,9,13,27.22,21.4,24.31,16.11,0.92,99.41,2.78,140.31,4.35,141.12,72.75,27.98
2016,9,14,27.93,21.46,24.69,16.17,3.29,99.59,1.88,103.88,2.79,104.56,70.69,28.61
2016,9,15,28.05,21.87,24.95,16.6,1.78,99.41,1.98,133.81,3.02,134.5,71.38,28.65
2016,9,16,28.74,21.5,25.12,16.24,0.6,99.19,1.63,190.12,2.59,190.44,67.88,29.39
2016,9,17,28.71,21.71,25.21,16.42,2.32,99.3,1.48,237.81,2.2,236.75,67.94,29.36
2016,9,18,28.08,22.76,25.42,17.58,2.57,99.25,1.7,153.81,2.85,154.88,75.06,28.69
2016,9,19,30.19,23.05,26.62,17.82,0.45,99.34,2.52,189.94,4.41,191.19,68.62,30.97
2016,9,20,29.94,23.06,26.51,17.88,0.2,99.53,2.45,145.69,4.14,146.5,69.88,30.86
2016,9,21,28.08,20.01,24.05,14.83,0,99.47,2.84,140.19,4.52,140.69,65.69,29.17
2016,9,22,27.3,18.19,22.75,13.24,0,99.32,2.69,155.75,4.65,156.06,61.38,28.22
2016,9,23,28.45,21.19,24.82,15.93,0,99.25,4.65,166.88,6.88,167.56,67.12,29.34
2016,9,24,27.09,22.37,24.73,17.09,8.44,99.31,4.77,161.31,6.88,162.12,76.88,27.51
2016,9,25,24.24,22.42,23.33,17.15,27.19,99.48,2.75,114.44,3.99,115.38,89.81,24.52
2016,9,26,19.15,15.19,17.17,10.8,6.76,99.88,5.75,90.75,7.77,76.62,78.12,19.59
2016,9,27,19.8,9.9,14.85,7.69,0.06,99.64,2.21,172.5,3.47,172.94,54.94,19.3
2016,9,28,21.57,11.85,16.71,8.85,0,99.52,2.42,255.5,3.61,257.25,56.56,21.04
2016,9,29,18.85,10.62,14.73,8,0,100.13,4.5,20.31,6.73,20.81,61.25,19.44
2016,9,30,19.33,10.72,15.03,8.06,0,99.91,1.73,30.38,2.66,31,60.88,19.73
2016,10,1,21.51,11.39,16.44,8.48,0,99.58,1.66,141.06,2.38,141.69,54.81,21.37
2016,10,2,21.15,13.63,17.39,9.83,0,99.5,2.76,163.5,4.29,163.5,65.56,21.68
2016,10,3,22.56,14.9,18.73,10.68,0,99.15,3.69,153,5.96,153.25,64.69,23.11
2016,10,4,24.26,18.83,21.55,13.85,0.01,98.72,6.16,172.81,8.8,173.69,73.5,24.54
2016,10,5,26.7,21.35,24.02,16.11,0,98.97,4.93,170.88,7.27,172,74.5,27.26
2016,10,6,26.3,21.48,23.89,16.24,3.87,99.16,4.6,162.75,7.03,163.62,76.75,26.72
2016,10,7,19.55,15.96,17.76,11.6,24.75,99.77,5.29,188.75,7.49,173.69,80.31,19.98
2016,10,8,17.13,10.67,13.9,8.06,0,100.16,3.38,106.56,4.81,107.25,67.81,17.86
2016,10,9,16.55,7.54,12.05,6.53,0.06,100.27,2.77,78.75,4.66,78.94,57.19,16.34
2016,10,10,18.73,8.96,13.84,7.2,0.07,99.96,2.66,148,3.96,148.12,55.69,18.28
2016,10,11,20.23,11.01,15.62,8.42,0,99.65,4.23,181.62,6.86,182,58.69,20.01
2016,10,12,24.22,18.5,21.36,13.49,0,99.5,4.59,215.19,6.66,215.56,73.88,24.28
2016,10,13,18.26,13.48,15.87,9.7,0.34,99.86,3.62,208.19,4.59,207.81,74.75,19.69
2016,10,14,18.8,16.23,17.51,11.6,4.51,99.72,2.51,232,3.78,230.69,85.38,19.55
2016,10,15,24.18,19.44,21.81,14.28,0.01,99.33,6.13,179.5,8.93,180.5,76.75,24.37
2016,10,16,25.54,20.12,22.83,14.95,0,99.08,6.95,182.12,9.75,183.19,73.94,25.69
2016,10,17,25.8,19.81,22.81,14.71,0,98.7,7.14,186,10.05,187,71.88,25.91
2016,10,18,25.93,20.23,23.08,15.08,0,98.81,5.08,202,7.39,202.12,73.44,26.21
2016,10,19,25.24,20.76,23,15.5,1.78,99.15,4.45,187.44,6.84,188.12,77.19,25.3
2016,10,20,19.92,12.9,16.41,9.64,12.66,99.91,6.52,89,9.4,74.31,67,20.18
2016,10,21,16.33,7.19,11.76,6.35,0,100.14,2.18,82.06,3.52,82.12,59.25,16.37
2016,10,22,16.8,6.39,11.6,6.04,0,99.83,3.86,181.62,6.12,182.12,52.94,16.54
2016,10,23,18.22,11.77,14.99,8.79,0,99.82,4.84,179.5,7.75,180.06,67.25,18.1
2016,10,24,21.38,16.7,19.05,11.9,0,100.04,3.25,175.19,5.56,175.94,77.12,21.82
2016,10,25,20.83,16.66,18.75,11.9,0,99.89,3.58,163.12,5.94,163.88,78.81,21.15
2016,10,26,21.81,16.68,19.25,11.96,2.67,99.72,4.05,177.56,6.39,178.38,74.94,22.06
2016,10,27,22.68,16.23,19.45,11.6,0,99.95,2.95,171.44,5.23,172.06,69.06,23.11
2016,10,28,22,14.57,18.29,10.38,0,99.89,3.97,184.5,6.76,184.88,65.44,22.16
2016,10,29,22.48,14.74,18.61,10.5,0,99.69,5.45,195.25,8.54,195.88,64,22.54
2016,10,30,22.76,16.55,19.65,11.84,0,99.72,3.62,197.19,5.98,197.88,71.06,23.04
2016,10,31,22.02,13.8,17.9,10.01,0,99.44,4.91,195.81,8.03,196.25,63.75,22.08
2016,11,1,24.08,19.27,21.68,14.1,0,99.25,6.09,177.5,8.77,178.56,76.62,24.35
2016,11,2,23.24,21,22.12,15.69,13.83,99.65,3.84,161.19,5.82,162.19,87.5,23.19
2016,11,3,21.97,19.86,20.91,14.53,11.13,100.1,2.38,249,3.57,249.12,88.12,21.95
2016,11,4,20.15,17.72,18.93,12.7,0.76,100.29,3.06,35.88,4.95,37.19,86.31,20.41
2016,11,5,18.33,11.87,15.1,8.73,0.74,100.21,2.8,100.5,4.54,100.81,67.88,18.69
2016,11,6,17.29,12.39,14.83,9.09,4.08,99.88,4.22,125,6.14,126,73.5,17.51
2016,11,7,19.36,17.71,18.54,12.76,23.78,99.7,3.16,147.94,4.95,148.88,90.81,19.59
2016,11,8,16.94,15.48,16.2,10.99,9.57,100.03,3.09,48.62,4.67,48.94,91.19,16.98
2016,11,9,15.97,12.98,14.48,9.34,0.19,100.32,3.85,19.44,5.76,20.19,83.19,16.12
2016,11,10,14.98,8.21,11.59,6.77,0,100.35,1.52,158.25,2.44,158.19,65.81,14.73
2016,11,11,16.67,11.61,14.14,8.54,0.01,100.09,2.75,261.25,4.16,261.69,73.56,16.04
2016,11,12,14.46,9.73,12.1,7.51,0,100.24,3.44,39.5,4.98,40.69,74.88,14.72
2016,11,13,15.06,9.55,12.3,7.51,0,100.01,2.97,163.62,5,164.44,71,15.33
2016,11,14,16.2,12.19,14.19,8.97,0,99.49,3.74,254.25,6.38,254.5,78.5,16.1
2016,11,15,16.83,10.22,13.53,7.87,0,99.47,3.02,270.81,4.95,271.12,68.88,16.07
2016,11,16,17.96,10.97,14.46,8.3,0,99.16,4.09,218.81,7.12,219.38,66.75,17.43
2016,11,17,18.98,14.62,16.8,10.56,0.05,98.9,7.68,180.94,11.04,181.81,77.56,18.75
2016,11,18,14.36,6.14,10.25,6.71,0.76,99.95,7.77,307,10.75,307.56,60.69,14.54
2016,11,19,7.25,-2.13,2.55,3.23,0,101.18,3.96,263.31,5.91,263.62,54.62,7.15
2016,11,20,8.12,-1.57,3.27,3.42,0,100.4,4.21,170.19,6.72,170.69,54.25,7.98
2016,11,21,12.57,6.44,9.51,6.23,0,99.56,5.51,177.69,8.56,178.56,68.19,12.55
2016,11,22,17.24,15.98,16.62,11.6,4,99.07,5.59,183.56,8.27,184.56,92.31,16.82
2016,11,23,12.8,7.02,9.91,6.29,0.07,99.74,4.19,266.62,5.9,267.06,69.19,12.15
2016,11,24,13.17,8.44,10.81,6.96,0.24,100.01,2.7,152.75,3.84,153.19,74.56,12.1
2016,11,25,11.48,5.98,8.73,5.8,0.16,100.58,3.88,106.38,5.61,76.88,70.12,11.52
2016,11,26,11.47,7.49,9.48,6.47,0,100.47,2.45,105.19,4.19,105.81,78,11.96
2016,11,27,14.58,11.58,13.08,8.79,2.74,99.13,7.35,166.88,10.11,168.19,83.31,14.51
2016,11,28,17.01,10.11,13.55,8.54,10.13,97.79,6.84,237.31,10.34,237.81,68.56,16.42
2016,11,29,13.4,4.65,9.03,5.43,0,98.23,4.59,274.88,7.77,275.19,57.75,13
2016,11,30,9.26,-1.34,3.96,3.48,0,99.42,4.12,313.06,5.96,313.44,49.88,8.15
2016,12,1,9.44,-0.2,4.62,3.78,0,99.61,3.72,178,5.99,178.38,53.5,8.34
2016,12,2,9.76,3.04,6.4,4.76,1.53,99.78,3.48,125.81,5.95,126.56,65,9.46
2016,12,3,8.87,6.9,7.88,6.23,8.81,99.56,5.04,64.69,6.78,65.69,87.5,8.98
2016,12,4,8.7,6.31,7.51,5.98,3,99.49,3.3,132.12,4.7,132.38,85.81,8.65
2016,12,5,8.75,6.82,7.79,6.29,2.12,98.91,2.12,135.88,3.3,136.06,88.19,9.15
2016,12,6,7.38,3.64,5.51,5.13,0.66,99.25,4.5,48.94,6.53,49.31,78.81,7.54
2016,12,7,6.82,2.41,4.62,4.58,0,99.86,3.38,90.94,4.94,106.25,74.06,6.98
2016,12,8,0.57,-7.45,-3.44,2.14,0.03,101.33,6.66,50.94,9.02,51.69,54.94,0.96
2016,12,9,-0.06,-7.65,-3.85,2.08,0,101.33,2.71,87.31,4.47,88.12,59.25,0.59
2016,12,10,4.03,-2.17,0.93,3.23,0,100.54,5.51,162.81,8.17,163.62,66.19,4.05
2016,12,11,12.72,8.8,10.76,7.32,0.01,99.16,8.01,215.31,11.33,216.38,78.38,12.3
2016,12,12,7.4,2.85,5.12,4.76,0,99.55,2.96,222,4.26,207,74.25,7.85
2016,12,13,7.8,3.84,5.83,5.13,0.02,99.58,4.52,62.5,6.41,48.31,77.69,7.59
2016,12,14,5.65,1.09,3.37,4.15,0,100.16,3.91,58.5,4.83,59.5,72.69,6.57
2016,12,15,4.64,-0.27,2.19,3.78,0.04,100.45,4.12,100.56,5.66,102,70.69,5.33
2016,12,16,12.2,9.68,10.94,8.06,0.06,98.84,8.03,181.44,10.88,182.94,84.81,12.03
2016,12,17,9.26,4.22,6.73,6.16,0.02,98.86,7.32,285.06,9.56,283.75,73.31,9.66
2016,12,18,-5.8,-14.2,-10,1.16,0,101.19,7.05,121.56,9.21,107.31,50.62,-4.77
2016,12,19,-2.5,-11.94,-7.22,1.4,0,101.59,2.32,64.62,3.08,64.88,48.06,-2.13
2016,12,20,2.95,-6.45,-1.74,2.32,0,100.72,3.66,187.12,6.02,187.69,51.62,2.49
2016,12,21,8.26,3.89,6.08,5.19,0,99.8,4.18,220,6.88,220.5,76.31,7.68
2016,12,22,7.19,0.97,4.08,4.09,0,100.4,4.93,36.81,7.19,38.12,66.5,7.22
2016,12,23,9.71,8.45,9.08,7.14,1.02,99.7,3.31,174.25,5.37,175.12,91.06,9.58
2016,12,24,16.92,15.56,16.24,11.23,0.82,99.44,3.47,198.81,5.51,199.62,91.56,16.33
2016,12,25,20.58,17.62,19.1,12.76,0.17,99.14,8.71,176.56,12.28,177.5,84.12,20.02
2016,12,26,17.06,8.98,13.02,7.69,0.13,99.85,4.09,230.56,6.09,244.38,63,16.58
2016,12,27,12.71,2.97,7.83,4.82,0,100.17,3.09,101.62,4.49,102.69,53.12,12.56
2016,12,28,16.22,10.36,13.29,8.18,0,99.5,5.27,224.69,8.45,225.19,69.12,15.44
2016,12,29,9.15,-2.43,3.36,3.23,0,100.82,5.46,179.25,8.3,164.94,47.44,9.02
2016,12,30,8.23,-4.02,2.1,2.87,0,100.34,3.98,212.25,5.59,212.69,44.75,7.78
2016,12,31,11.83,5.39,8.62,5.74,0,98.86,5.39,225.38,7.89,225.94,66.06,11.37
2017,1,1,12.09,9.41,10.76,7.51,0.43,98.9,1.82,139.88,2.95,141.25,84.19,11.54
2017,1,2,14.51,10.05,12.28,7.87,9.69,98.81,4.21,238.44,7.23,238.94,76.31,13.98
2017,1,3,8.06,1.94,5,4.58,0,99.55,6.63,315.12,9.31,315.56,65.5,8.3
2017,1,4,0.62,-7.11,-3.24,2.2,0,99.89,3.39,149.31,4.43,150.19,55.69,1.29
2017,1,5,0.08,-7.27,-3.59,2.2,0,99.61,6.17,72.81,8.18,88.19,58.69,0.61
2017,1,6,-4.85,-10.34,-7.59,1.65,0.41,100.55,6.25,166.44,7.88,166.62,65.38,-3.8
2017,1,7,-3.39,-10.11,-6.75,1.65,0,101.67,2.52,252.62,3.48,252.69,61.69,-2.7
2017,1,8,0.37,-8.99,-4.31,1.83,0.02,101.3,5.11,176.25,7.94,176.81,52,0.26
2017,1,9,7.4,3.95,5.68,5.37,0.01,100.1,7.21,181.38,10.43,182.38,80.38,7.06
2017,1,10,15.58,9.42,12.5,7.51,0.04,99.2,5.3,215.75,7.66,216.94,71.44,13.42
2017,1,11,17.34,14.02,15.69,10.13,0.01,98.97,8.54,192.25,12.37,193,82,16.64
2017,1,12,17.03,13.79,15.41,10.25,0.03,99.6,5.37,151.88,7.27,151.31,83.44,17.13
2017,1,13,7.26,4.03,5.65,5.07,3.36,100.58,4.07,152.5,4.56,138.38,80.69,8.11
2017,1,14,6.36,4.31,5.33,5.19,0.85,100.68,3.42,113,3.99,113.62,87.06,7.29
2017,1,15,12.67,11.51,12.09,8.91,20.22,99.62,4.49,98.19,6.05,101.56,92.88,12.91
2017,1,16,11.69,8.04,9.87,6.9,19.4,99.36,4.19,288.88,6.23,288.44,79.81,11.86
2017,1,17,7.67,4.02,5.85,5.13,3.54,99.93,2.49,246.38,3.97,246.94,78.38,7.95
2017,1,18,8.99,7.61,8.3,6.53,9,99.64,2.09,173.12,3.09,173.75,90.81,8.95
2017,1,19,10.95,8.44,9.7,7.02,0.47,98.63,4.69,200.19,6.98,201.38,85.06,10.85
2017,1,20,13.1,7.26,10.19,6.47,0.05,98.22,5.38,229.88,8.59,231.12,71,12.32
2017,1,21,12.92,9.13,11.03,7.45,1.33,97.76,4.41,204,7.22,204.75,78.62,12.33
2017,1,22,10.79,4.07,7.43,5.19,0.01,98.16,8.45,302.81,12.12,303.62,64.5,10.34
2017,1,23,9.5,3.38,6.44,4.94,0,99.07,3.68,245.06,6.34,245.81,69.12,9.62
2017,1,24,14.47,10.32,12.39,8.12,0,98.29,5.24,203.31,8.09,204.31,79.25,13.85
2017,1,25,7.61,0.15,3.88,3.91,0,99.28,5.82,323.5,8.7,323.62,60.81,7.84
2017,1,26,3.75,-3.37,0.19,2.93,0,100.3,4.09,301.62,6.3,301.69,62.5,4.08
2017,1,27,4.24,-4.58,-0.17,2.69,0,100.49,3.98,268.62,5.89,268.69,56.69,3.91
2017,1,28,4.8,-2.64,1.08,3.11,0,100.29,4.91,290.06,7.88,290.56,60.69,4.9
2017,1,29,8.3,0.35,4.32,3.91,0,100.14,5.61,290.56,8.71,291.31,60.62,7.94
2017,1,30,11.45,3.94,7.7,5.13,0,99.78,4.05,266.75,6.85,267.12,63.62,10.74
2017,1,31,13.15,4,8.58,5.13,0,99.25,5.62,213.81,9.27,214.56,57.06,12.51
2017,2,1,13.94,7.69,10.81,6.65,0,99.15,5.43,251.5,8.01,251.62,69.56,13.69
2017,2,2,5.63,-0.52,2.55,3.66,0,100.28,6.38,193.56,8.52,164.5,65.12,6.01
2017,2,3,4.78,-1.52,1.62,3.42,0,100.73,4.1,31.5,6.34,32.19,66.62,5.37
2017,2,4,7.73,3.79,5.76,5.07,0,100.14,4.84,167.12,7.09,168.75,76.88,8.08
2017,2,5,14.05,11.99,13.02,8.97,0.01,99.45,4.22,202.5,6.98,203,87.19,14.18
2017,2,6,19.55,16.86,18.21,12.21,0,98.83,7.76,197.81,11.15,199,84.88,19.05
2017,2,7,18.27,8.64,13.45,7.32,0,98.47,5.42,246.69,7.73,247.44,56.75,17.03
2017,2,8,12.48,3.09,7.79,4.94,0,99,7.43,247.12,10.56,247.62,54.44,12.51
2017,2,9,6.98,-0.37,3.3,3.72,0,100.43,4.07,156,6.18,156.88,61.62,8.01
2017,2,10,14.23,9.71,11.97,7.81,0,99.66,7.27,187.31,10.52,188.12,76.38,14.12
2017,2,11,20.31,16.36,18.33,11.78,0,99.12,6.7,198.88,10.03,199.69,79.94,19.93
2017,2,12,16.45,8.63,12.54,7.45,0,99.88,7.72,98.56,10.77,99.5,63.81,16.44
2017,2,13,13.55,5.65,9.6,5.8,3.51,99.86,5.56,73.38,7.47,75.44,60.38,13.91
2017,2,14,7.31,5.05,6.18,5.49,28.62,99.24,6.73,257.94,8.41,259.06,85.69,7.76
2017,2,15,7.26,0.52,3.89,3.97,0,99.85,4.91,302.25,6.8,302.88,67.19,7.57
2017,2,16,9.64,0.88,5.26,4.15,0,99.57,3.45,233.81,5.5,234.25,56.94,9.03
2017,2,17,12.96,8.23,10.59,6.96,0,98.85,5.7,179.25,8.59,180.19,75.44,12.98
2017,2,18,16.9,11,13.95,8.36,0,98.6,3.84,166.44,5.9,167.25,71.88,16.32
2017,2,19,18.73,16.93,17.83,12.27,6.82,98.94,5.98,154.94,9.02,155.81,88.12,18.51
2017,2,20,16.13,12.55,14.34,9.4,10.95,99.07,5.19,182.62,7.67,183,80.69,15.81
2017,2,21,14.56,9.03,11.8,7.26,0.01,99.21,4.84,319.62,7.42,320,72.81,14.33
2017,2,22,16.3,8.02,12.16,6.9,0,98.87,3.34,236.31,5.47,236.75,60.69,15.14
2017,2,23,18.77,12.45,15.61,9.22,0,98.03,6.84,189.62,10.18,190.81,70.69,18.43
2017,2,24,11.42,3.61,7.51,5.37,0.01,98.88,6.55,287.94,9.18,288.19,62.06,12.09
2017,2,25,5.78,-3.94,0.92,2.87,0,99.98,2.98,182.69,4.35,180.88,52.56,7
2017,2,26,10.72,7.25,8.98,6.9,0.64,99.25,4.84,173.81,7.54,174.56,79.25,10.73
2017,2,27,18,16.47,17.23,11.9,2.04,99.11,4.31,178.75,6.82,179.5,89.38,17.55
2017,2,28,20.84,18.91,19.87,13.85,0.05,98.9,6.09,193.38,9.28,193.94,89.06,20.25
2017,3,1,13.37,2.26,7.81,5.19,0,99.86,6.76,276.69,9.79,262.12,52.5,13.54
2017,3,2,10.23,-0.9,4.67,3.6,0,100.78,2.74,68.06,4.29,68.31,50.44,10.22
2017,3,3,12.4,1.35,6.87,4.21,0,100.92,3.57,172.19,5.66,172.19,50.75,12.08
2017,3,4,11.17,7.69,9.43,6.59,1.22,100.52,5.23,168.25,7.67,168.81,79.94,11.05
2017,3,5,14.38,12.69,13.54,9.34,1.98,99.75,5.63,158.19,7.8,159.44,90,14.65
2017,3,6,21.65,17.68,19.66,12.82,0.96,98.96,8.98,189.69,12.56,190.69,79.81,21.37
2017,3,7,15.15,2.47,8.81,5.37,0.76,99.98,5.98,84.62,7.96,84.62,48.38,15.12
2017,3,8,14.64,6.43,10.53,6.29,0.02,100.21,4.23,163.25,6.49,163.69,61.38,14.74
2017,3,9,19.5,16.62,18.06,11.9,0,99.68,5.19,196,8.23,196.88,84.25,19.35
2017,3,10,18.8,14.88,16.84,10.74,0.06,99.86,4.38,114.44,6.3,116.25,77.88,19.31
2017,3,11,16.64,13.29,14.96,9.7,3.79,99.87,4.15,87.62,5.39,90.25,81.62,17.48
2017,3,12,9.26,4.58,6.92,5.31,0.94,100.2,3.49,109.38,4.52,109.69,73.75,11.41
2017,3,13,10.93,3.12,7.02,4.94,1.2,99.98,5.2,265.38,7.13,265.25,62.88,11.89
2017,3,14,9.44,1.65,5.55,4.33,0,100.25,2.51,96.44,4,97.88,61.31,11.15
2017,3,15,10.8,4.1,7.45,5.19,0,100.46,4.85,101.69,6.77,103.5,65.31,12.12
2017,3,16,16.71,13.09,14.9,9.58,0,99.87,6.81,174.06,9.42,175.56,80.56,17.08
2017,3,17,20.77,16.54,18.65,11.84,0,99.66,6.26,188.06,9.18,189.12,78.94,21.01
2017,3,18,21.58,16.93,19.25,12.08,0,100.12,3.22,175.06,5.35,175.94,77.31,22.42
2017,3,19,22.06,16.99,19.53,12.15,0,99.89,5.36,193.75,7.93,194.69,75.5,22.62
2017,3,20,22.54,13.95,18.25,10.13,0,99.51,6.9,196.25,9.84,197.25,64.06,22.7
2017,3,21,21.76,14.87,18.31,10.62,0,99.4,5.7,191.56,8.39,192.56,68.38,22.23
2017,3,22,21.98,16.44,19.21,11.78,0,99.58,4.45,168.38,6.69,169.69,73.06,22.83
2017,3,23,22.23,13.29,17.76,9.77,0.02,99.31,9.23,171.88,12.43,172.81,62.19,22.65
2017,3,24,21.08,10.54,15.81,8.61,5.94,98.86,8.05,207.31,11.16,208.75,57.44,21.37
2017,3,25,16.44,7.06,11.76,6.35,0,99.23,4.92,257.19,6.51,257.19,55.5,17.15
2017,3,26,19.15,13.05,16.1,9.77,4.72,98.82,5.85,168.31,8.77,169.19,69.62,19.26
2017,3,27,18.43,13.45,15.94,9.83,0.37,98.94,3.8,222.69,5.51,222.38,75.44,19.8
2017,3,28,20.15,16.44,18.3,12.02,7.39,98.74,6.12,119.06,8.76,120.56,80.31,20.37
2017,3,29,20.22,11.82,16.01,9.22,7.16,98.47,7.09,227.81,9.55,228.06,63.94,20.61
2017,3,30,16.53,7.7,12.12,6.71,0,98.73,4.93,243.12,6.84,243.56,59.31,16.94
2017,3,31,19.15,11.44,15.3,8.61,0,98.66,4.59,152.62,7.02,154.12,66.38,19.68
2017,4,1,19.73,13.63,16.68,9.89,2.59,99.03,5.5,141.94,8.3,142.75,71.19,20.1
2017,4,2,16.05,14.48,15.27,10.5,37.51,98.65,4.41,112.69,6.17,113.38,90.5,16
2017,4,3,17.22,11.28,14.25,8.48,0.01,98.36,2.95,223.69,4.38,224.62,71.19,17.55
2017,4,4,19.73,12.12,15.93,9.09,0.14,98.26,6.45,206.56,9.83,207.56,64.06,19.26
2017,4,5,13.83,4.29,9.05,5.19,0.01,99.42,8.27,316.69,11.55,317.31,55.56,14.29
2017,4,6,15.67,4.5,10.08,5.31,0,100.04,2.48,251.69,3.7,235.56,51.38,15.6
